,Decoy,Item,Option_1,Option_2,Option_3,Choice,CatchTrials,Deliberation_RT,Choice_RT,Too_Slow,Survey_ID,CouplingCondition,PhantomCondition
292,C,Water heater,C_A,A,B,A,,10000,293.700000001,0,41454,Low coupling,Undesirable
293,F,Garbage disposal,A,C,B,C,,10000,361.899999999,0,41454,Low coupling,Undesirable
294,P,Baby stroller,P_B,B,A,B,,10000,344.9,0,41454,Low coupling,Undesirable
295,P,Dehumidifier,B,A,P_A,B,,10000,742.299999999,0,41454,Low coupling,Undesirable
296,A,Slow cooker,A_A,B,A,B,,10000,434.9,0,41454,Low coupling,Undesirable
297,F,Automatic pet feeder,B,C,A,C,,10000,339,0,41454,Low coupling,Undesirable
298,C,Mobility scooter,C_B,A,B,B,,10000,330.5,0,41454,Low coupling,Undesirable
299,S,Baby high chair,B,A,S_B,S_B,,10000,347.5,0,41454,Low coupling,Undesirable
300,A,UV lamp,B,A,A_B,A_B,,10000,605.100000024,0,37956,Low coupling,Weakly_desirable
301,C,Pesticide,C_A,A,B,B,,10000,1599.30000007,0,37956,Low coupling,Weakly_desirable
302,F,LED strip lights,B,C,A,B,,10000,2890.60000002,0,37956,Low coupling,Weakly_desirable
303,S,Baby high chair,B,A,S_A,B,,10000,1296.60000002,0,37956,Low coupling,Weakly_desirable
304,P,Dehumidifier,A,P_A,B,A,,10000,3839.5999999,0,37956,Low coupling,Weakly_desirable
305,F,Baby rocker,C,B,A,C,,10000,1551.29999995,0,37956,Low coupling,Weakly_desirable
306,P,Air purifier,P_B,B,A,A,,10000,1046.39999998,0,37956,Low coupling,Weakly_desirable
307,S,Air Fryer Oven,S_B,B,A,A,,10000,642,0,37956,Low coupling,Weakly_desirable
308,C,White noise machine,B,A,C_A,B,,10000,2591.5999999,0,37956,Low coupling,Weakly_desirable
309,A,Car seat,B,A_A,A,A,,10000,164.799999952,0,37956,Low coupling,Weakly_desirable
310,F,Alarm clock,A,B,C,A,,10000,2881.5,0,37956,Low coupling,Weakly_desirable
311,S,Security camera,A,B,S_B,S_B,,10000,6378.29999995,1,37956,Low coupling,Weakly_desirable
312,C,Car vacuum,A,C_B,B,C_B,,10000,392.300000072,0,37956,Low coupling,Weakly_desirable
313,A,Rash cream,A,B,A_A,B,,10000,1765.39999998,0,37956,Low coupling,Weakly_desirable
314,P,Electric mop,A,B,P_A,B,,10000,346.900000095,0,37956,Low coupling,Weakly_desirable
315,F,Stun gun,B,A,C,C,,10000,1490.5,0,37956,Low coupling,Weakly_desirable
316,P,Outdoor solar lights,B,A,P_A,B,,10000,387.799999952,0,37956,Low coupling,Weakly_desirable
317,S,Odor neutralizer,A,S_B,B,B,,10000,1110.20000005,0,37956,Low coupling,Weakly_desirable
318,C,Lawn mower,B,C_A,A,C_A,,10000,1037,0,37956,Low coupling,Weakly_desirable
319,A,Tire inflator,B,A_B,A,B,,10000,311.199999928,0,37956,Low coupling,Weakly_desirable
320,S,Night light,B,A,S_A,B,,10000,7106.39999998,1,37956,Low coupling,Weakly_desirable
321,F,Kitchen Scale,C,B,A,A,,10000,1894.19999993,0,37956,Low coupling,Weakly_desirable
322,C,Baby crib,C_A,A,B,C_A,,10000,3765.10000002,0,37956,Low coupling,Weakly_desirable
323,A,Cloth diapers,A,B,A_B,B,,10000,1559.30000007,0,37956,Low coupling,Weakly_desirable
324,P,Organic fertilizer,B,P_A,A,B,,10000,818.600000024,0,37956,Low coupling,Weakly_desirable
325,P,Countertop blender,A,B,P_B,B,,10000,647.5,0,37956,Low coupling,Weakly_desirable
326,S,Pressure washer,B,A,S_A,B,,10000,390.399999976,0,37956,Low coupling,Weakly_desirable
327,A,Clothes Steamer,A_B,B,A,A,,10000,1034.69999993,0,37956,Low coupling,Weakly_desirable
328,C,Mobility scooter,B,A,C_A,B,,10000,2436.39999998,0,37956,Low coupling,Weakly_desirable
329,F,Inflatable baby pool,B,C,A,C,,10000,371.699999928,0,37956,Low coupling,Weakly_desirable
330,C,Smart lock,C_A,B,A,B,,10000,4292.39999998,0,37956,Low coupling,Weakly_desirable
331,A,Smart bulb,A_B,B,A,B,,10000,327,0,37956,Low coupling,Weakly_desirable
332,F,Fire extinguisher,C,B,A,C,,10000,608.5,0,37956,Low coupling,Weakly_desirable
333,P,Solar panel system,B,P_B,A,B,,10000,1196,0,37956,Low coupling,Weakly_desirable
334,S,Vacuum,A,B,S_A,B,,10000,1564.39999998,0,37956,Low coupling,Weakly_desirable
335,F,Automatic pet feeder,C,B,A,B,,10000,308.700000048,0,37956,Low coupling,Weakly_desirable
336,P,Paint sprayer,A,P_A,B,B,,10000,3985.79999995,0,37956,Low coupling,Weakly_desirable
337,A,Walker with seat,A,B,A_B,B,,10000,319.700000048,0,37956,Low coupling,Weakly_desirable
338,S,Metal detector,S_B,B,A,S_B,,10000,286.299999952,0,37956,Low coupling,Weakly_desirable
339,C,Water heater,B,A,C_B,A,,10000,406.299999952,0,37956,Low coupling,Weakly_desirable
340,A,Leaf Blower,A_A,A,B,A,,10000,941.200000048,0,37956,Low coupling,Weakly_desirable
341,C,Puree machine,C_A,B,A,B,,10000,2575.80000007,0,37956,Low coupling,Weakly_desirable
342,S,Air mattress,A,S_B,B,B,,10000,1980.20000005,0,37956,Low coupling,Weakly_desirable
343,P,Wifi extender,A,B,P_A,A,,10000,654,0,37956,Low coupling,Weakly_desirable
344,F,Pepper spray,A,B,C,C,,10000,1087.70000005,0,37956,Low coupling,Weakly_desirable
345,P,Baby stroller,B,A,P_B,B,,10000,354.800000072,0,37956,Low coupling,Weakly_desirable
346,C,Insect repellent,C_B,B,A,B,,10000,403.300000072,0,37956,Low coupling,Weakly_desirable
347,A,Slow cooker,B,A,A_A,B,,10000,1284.70000005,0,37956,Low coupling,Weakly_desirable
348,F,Garbage disposal,C,A,B,C,,10000,1061.39999998,0,37956,Low coupling,Weakly_desirable
349,S,Headlight bulbs,S_A,A,B,S_A,,10000,3367.29999995,0,37956,Low coupling,Weakly_desirable
350,C,Mobility scooter,B,A,C_B,B,,10000,1318.39999998,0,37956,Low coupling,Weakly_desirable
351,F,Baby rocker,B,C,A,C,,10000,341,0,37956,Low coupling,Weakly_desirable
352,A,Walker with seat,A_A,B,A,B,,10000,273.599999905,0,37956,Low coupling,Weakly_desirable
353,S,Baby high chair,S_B,B,A,S_B,,10000,358,0,37956,Low coupling,Weakly_desirable
354,P,Organic fertilizer,A,B,P_B,B,,10000,358.5,0,37956,Low coupling,Weakly_desirable
355,C,Baby crib,A,B,C_B,B,,10000,1295.70000005,0,37956,Low coupling,Weakly_desirable
356,S,Air Fryer Oven,A,B,S_A,S_A,,10000,260.200000048,0,37956,Low coupling,Weakly_desirable
357,F,Stun gun,C,A,B,A,,10000,955.700000048,0,37956,Low coupling,Weakly_desirable
358,A,UV lamp,A_A,B,A,A,,10000,1117.79999995,0,37956,Low coupling,Weakly_desirable
359,P,Countertop blender,A,P_A,B,B,,10000,1089.70000005,0,37956,Low coupling,Weakly_desirable
360,P,Baby stroller,B,A,P_A,B,,10000,937,0,37956,Low coupling,Weakly_desirable
361,F,LED strip lights,C,A,B,C,,10000,376.600000024,0,37956,Low coupling,Weakly_desirable
362,S,Vacuum,B,A,S_B,S_B,,10000,803.5,0,37956,Low coupling,Weakly_desirable
363,A,Slow cooker,A_B,B,A,B,,10000,811.400000095,0,37956,Low coupling,Weakly_desirable
364,C,Smart lock,B,C_B,A,C_B,,10000,349.800000072,0,37956,Low coupling,Weakly_desirable
365,A,Cloth diapers,B,A_A,A,B,,10000,1220.79999995,0,37956,Low coupling,Weakly_desirable
366,C,Puree machine,A,C_B,B,A,,10000,2380.70000005,0,37956,Low coupling,Weakly_desirable
367,F,Hearing aid,A,C,B,C,,10000,663.5,0,37956,Low coupling,Weakly_desirable
368,S,Headlight bulbs,B,S_B,A,S_B,,10000,4091.39999998,0,37956,Low coupling,Weakly_desirable
369,P,Dehumidifier,B,A,P_B,B,,10000,445.699999928,0,37956,Low coupling,Weakly_desirable
370,F,Kitchen Scale,C,B,A,A,,10000,7190.39999998,1,37956,Low coupling,Weakly_desirable
371,A,Tire inflator,A,B,A_A,B,,10000,2082.5999999,0,37956,Low coupling,Weakly_desirable
372,C,Car vacuum,B,C_A,A,A,,10000,4490.60000002,0,37956,Low coupling,Weakly_desirable
373,S,Pressure washer,S_B,A,B,B,,10000,3253,0,37956,Low coupling,Weakly_desirable
374,P,Outdoor solar lights,B,A,P_B,A,,10000,2094.89999998,0,37956,Low coupling,Weakly_desirable
375,F,Inflatable baby pool,C,A,B,A,,10000,1003.60000002,0,37956,Low coupling,Weakly_desirable
376,P,Solar panel system,A,B,P_A,B,,10000,560.100000024,0,37956,Low coupling,Weakly_desirable
377,A,Leaf Blower,B,A_B,A,A,,10000,3317.89999998,0,37956,Low coupling,Weakly_desirable
378,C,White noise machine,B,C_B,A,B,,10000,1016.39999998,0,37956,Low coupling,Weakly_desirable
379,S,Night light,S_B,A,B,A,,10000,3460.5,0,37956,Low coupling,Weakly_desirable
380,A,Rash cream,B,A,A_B,B,,10000,240.299999952,0,37956,Low coupling,Weakly_desirable
381,P,Wifi extender,B,A,P_B,A,,10000,777.399999976,0,37956,Low coupling,Weakly_desirable
382,F,Microwave,A,C,B,A,,10000,2555.10000002,0,37956,Low coupling,Weakly_desirable
383,S,Odor neutralizer,B,S_A,A,B,,10000,2187.89999998,0,37956,Low coupling,Weakly_desirable
384,C,Pesticide,B,A,C_B,A,,10000,995.200000048,0,37956,Low coupling,Weakly_desirable
385,F,Pepper spray,A,C,B,C,,10000,693.899999976,0,37956,Low coupling,Weakly_desirable
386,C,Lawn mower,C_B,B,A,A,,10000,514.099999905,0,37956,Low coupling,Weakly_desirable
387,S,Air mattress,A,S_A,B,B,,10000,622.899999976,0,37956,Low coupling,Weakly_desirable
388,P,Electric mop,B,P_B,A,B,,10000,3471,0,37956,Low coupling,Weakly_desirable
389,A,Smart bulb,A,B,A_A,A_A,,10000,2082.19999993,0,37956,Low coupling,Weakly_desirable
390,C,Insect repellent,C_A,A,B,C_A,,10000,5451.89999998,1,37956,Low coupling,Weakly_desirable
391,P,Paint sprayer,P_B,A,B,B,,10000,377.5,0,37956,Low coupling,Weakly_desirable
392,S,Metal detector,B,A,S_A,B,,10000,387.299999952,0,37956,Low coupling,Weakly_desirable
393,F,Automatic pet feeder,B,C,A,C,,10000,577.400000095,0,37956,Low coupling,Weakly_desirable
394,A,Clothes Steamer,A,B,A_A,A,,10000,822.5,0,37956,Low coupling,Weakly_desirable
395,C,Water heater,C_A,A,B,A,,10000,1366.70000005,0,37956,Low coupling,Weakly_desirable
396,A,Car seat,A,A_B,B,A_B,,10000,1506.89999998,0,37956,Low coupling,Weakly_desirable
397,P,Air purifier,B,P_A,A,A,,10000,344.200000048,0,37956,Low coupling,Weakly_desirable
398,F,Garbage disposal,A,B,C,C,,10000,473.700000048,0,37956,Low coupling,Weakly_desirable
399,S,Security camera,S_A,A,B,S_A,,10000,1516.4000001,0,37956,Low coupling,Weakly_desirable
400,S,Baby high chair,A,S_A,B,B,,10000,467.5,0,34796,Low coupling,Weakly_desirable
401,P,Countertop blender,B,A,P_A,A,,10000,1903,0,34796,Low coupling,Weakly_desirable
402,A,Clothes Steamer,A_B,A,B,B,,10000,970,0,34796,Low coupling,Weakly_desirable
403,F,LED strip lights,C,A,B,C,,10000,614.099999905,0,34796,Low coupling,Weakly_desirable
404,C,Water heater,A,B,C_A,A,,10000,594.799999714,0,34796,Low coupling,Weakly_desirable
405,S,Security camera,S_B,B,A,B,,10000,494.799999714,0,34796,Low coupling,Weakly_desirable
406,P,Outdoor solar lights,A,B,P_B,B,,10000,712.400000095,0,34796,Low coupling,Weakly_desirable
407,F,Wagon cart,B,A,C,C,,10000,539.300000191,0,34796,Low coupling,Weakly_desirable
408,C,Mobility scooter,A,B,C_A,B,,10000,712.699999809,0,34796,Low coupling,Weakly_desirable
409,A,Cloth diapers,A,B,A_B,B,,10000,692.199999809,0,34796,Low coupling,Weakly_desirable
410,F,Kitchen Scale,C,A,B,C,,10000,583,0,34796,Low coupling,Weakly_desirable
411,S,Vacuum,B,S_B,A,S_B,,10000,1322.4000001,0,34796,Low coupling,Weakly_desirable
412,P,Organic fertilizer,P_B,B,A,A,,10000,3236.9000001,0,34796,Low coupling,Weakly_desirable
413,A,Rash cream,B,A_A,A,A,,10000,2076,0,34796,Low coupling,Weakly_desirable
414,C,Lawn mower,A,C_A,B,A,,10000,721.900000095,0,34796,Low coupling,Weakly_desirable
415,P,Solar panel system,A,B,P_A,B,,10000,5073.0999999,1,34796,Low coupling,Weakly_desirable
416,C,Pesticide,C_A,A,B,C_A,,10000,2115.70000029,0,34796,Low coupling,Weakly_desirable
417,A,Leaf Blower,A,A_B,B,A,,10000,770.900000095,0,34796,Low coupling,Weakly_desirable
418,S,Headlight bulbs,B,A,S_B,B,,10000,693.200000286,0,34796,Low coupling,Weakly_desirable
419,F,Outdoor TV antenna,A,C,B,C,,10000,1171.79999971,0,34796,Low coupling,Weakly_desirable
420,C,Insect repellent,B,C_A,A,B,,10000,731.900000095,0,34796,Low coupling,Weakly_desirable
421,P,Air purifier,A,P_A,B,B,,10000,1232,0,34796,Low coupling,Weakly_desirable
422,S,Air mattress,S_B,A,B,B,,10000,770.099999905,0,34796,Low coupling,Weakly_desirable
423,F,Cordless home phone,A,C,B,C,,10000,712.200000286,0,34796,Low coupling,Weakly_desirable
424,A,Tire inflator,A_A,B,A,B,,10000,4948.5999999,0,34796,Low coupling,Weakly_desirable
425,P,Wifi extender,P_A,B,A,A,,10000,1191,0,34796,Low coupling,Weakly_desirable
426,F,Megaphone,B,C,A,C,,10000,551.400000095,0,34796,Low coupling,Weakly_desirable
427,S,Night light,B,S_B,A,A,,10000,1420.60000038,0,34796,Low coupling,Weakly_desirable
428,A,Smart bulb,B,A_B,A,A,,10000,2497.5999999,0,34796,Low coupling,Weakly_desirable
429,C,White noise machine,B,C_B,A,C_B,,10000,1631.4000001,0,34796,Low coupling,Weakly_desirable
430,P,Dehumidifier,A,B,P_A,B,,10000,1580.0999999,0,34796,Low coupling,Weakly_desirable
431,C,Baby crib,C_A,A,B,A,,10000,425.400000095,0,34796,Low coupling,Weakly_desirable
432,A,Slow cooker,B,A_B,A,B,,10000,825.099999905,0,34796,Low coupling,Weakly_desirable
433,F,Fire extinguisher,C,B,A,C,,10000,1930.69999981,0,34796,Low coupling,Weakly_desirable
434,S,Metal detector,A,S_A,B,B,,10000,568.400000095,0,34796,Low coupling,Weakly_desirable
435,P,Baby stroller,A,P_A,B,B,,10000,1312.0999999,0,34796,Low coupling,Weakly_desirable
436,C,Puree machine,B,A,C_B,A,,10000,6541.0999999,1,34796,Low coupling,Weakly_desirable
437,A,Walker with seat,B,A,A_A,A,,10000,1375.19999981,0,34796,Low coupling,Weakly_desirable
438,S,Air Fryer Oven,S_B,A,B,S_B,,10000,620.400000095,0,34796,Low coupling,Weakly_desirable
439,F,Garbage disposal,C,A,B,C,,10000,900.299999714,0,34796,Low coupling,Weakly_desirable
440,C,Smart lock,A,C_A,B,A,,10000,2365.39999962,0,34796,Low coupling,Weakly_desirable
441,P,Electric mop,A,B,P_B,A,,10000,617.900000095,0,34796,Low coupling,Weakly_desirable
442,F,Hearing aid,C,A,B,C,,10000,419.400000095,0,34796,Low coupling,Weakly_desirable
443,S,Pressure washer,A,B,S_A,A,,10000,569.099999905,0,34796,Low coupling,Weakly_desirable
444,A,Car seat,B,A,A_A,A,,10000,609,0,34796,Low coupling,Weakly_desirable
445,F,Microwave,A,B,C,A,,10000,1064.4000001,0,34796,Low coupling,Weakly_desirable
446,C,Car vacuum,B,C_A,A,A,,10000,4669.0999999,0,34796,Low coupling,Weakly_desirable
447,A,UV lamp,B,A_B,A,A,,10000,578.400000095,0,34796,Low coupling,Weakly_desirable
448,S,Odor neutralizer,A,S_A,B,A,,10000,687.699999809,0,34796,Low coupling,Weakly_desirable
449,P,Paint sprayer,B,A,P_B,B,,10000,1881.9000001,0,34796,Low coupling,Weakly_desirable
450,C,Mobility scooter,B,C_B,A,B,,10000,599.5,0,34796,Low coupling,Weakly_desirable
451,P,Solar panel system,P_B,A,B,B,,10000,898.799999714,0,34796,Low coupling,Weakly_desirable
452,A,UV lamp,A,B,A_A,A,,10000,422.599999905,0,34796,Low coupling,Weakly_desirable
453,F,Megaphone,C,A,B,C,,10000,3599,0,34796,Low coupling,Weakly_desirable
454,S,Odor neutralizer,B,S_B,A,B,,10000,651.299999714,0,34796,Low coupling,Weakly_desirable
455,A,Smart bulb,A,B,A_A,A,,10000,3115.29999971,0,34796,Low coupling,Weakly_desirable
456,C,Water heater,A,C_B,B,A,,10000,1960.69999981,0,34796,Low coupling,Weakly_desirable
457,F,Rechargeable AA batteries,A,B,C,C,,10000,1829.5999999,0,34796,Low coupling,Weakly_desirable
458,P,Electric mop,A,P_A,B,A,,10000,893.899999619,0,34796,Low coupling,Weakly_desirable
459,S,Pressure washer,S_B,B,A,A,,10000,5169.69999981,1,34796,Low coupling,Weakly_desirable
460,C,Puree machine,A,B,C_A,A,,10000,459.199999809,0,34796,Low coupling,Weakly_desirable
461,A,Leaf Blower,A,A_A,B,A,,10000,1989.39999962,0,34796,Low coupling,Weakly_desirable
462,S,Night light,B,A,S_A,A,,10000,329.200000286,0,34796,Low coupling,Weakly_desirable
463,F,Kitchen Scale,C,B,A,C,,10000,429.900000095,0,34796,Low coupling,Weakly_desirable
464,P,Dehumidifier,A,B,P_B,A,,10000,645.100000381,0,34796,Low coupling,Weakly_desirable
465,P,Outdoor solar lights,B,A,P_A,B,,10000,377.5,0,34796,Low coupling,Weakly_desirable
466,A,Slow cooker,A,A_A,B,B,,10000,731.300000191,0,34796,Low coupling,Weakly_desirable
467,C,Baby crib,B,C_B,A,B,,10000,3418.30000019,0,34796,Low coupling,Weakly_desirable
468,S,Vacuum,B,S_A,A,S_A,,10000,858.199999809,0,34796,Low coupling,Weakly_desirable
469,F,Fire extinguisher,B,A,C,C,,10000,2869.30000019,0,34796,Low coupling,Weakly_desirable
470,C,Smart lock,A,C_B,B,A,,10000,1466.80000019,0,34796,Low coupling,Weakly_desirable
471,S,Headlight bulbs,S_A,B,A,A,,10000,478.399999619,0,34796,Low coupling,Weakly_desirable
472,P,Countertop blender,B,P_B,A,A,,10000,438.199999809,0,34796,Low coupling,Weakly_desirable
473,F,Hearing aid,B,C,A,C,,10000,778.600000381,0,34796,Low coupling,Weakly_desirable
474,A,Rash cream,A_B,B,A,B,,10000,1168.0999999,0,34796,Low coupling,Weakly_desirable
475,F,Cordless home phone,B,C,A,C,,10000,689,0,34796,Low coupling,Weakly_desirable
476,S,Metal detector,S_B,B,A,B,,10000,1434.5,0,34796,Low coupling,Weakly_desirable
477,P,Air purifier,B,A,P_B,B,,10000,751.900000095,0,34796,Low coupling,Weakly_desirable
478,C,Pesticide,B,C_B,A,B,,10000,578.700000286,0,34796,Low coupling,Weakly_desirable
479,A,Clothes Steamer,B,A,A_A,B,,10000,882,0,34796,Low coupling,Weakly_desirable
480,P,Wifi extender,B,P_B,A,A,,10000,2306.5,0,34796,Low coupling,Weakly_desirable
481,S,Air Fryer Oven,A,S_A,B,A,,10000,562.800000191,0,34796,Low coupling,Weakly_desirable
482,C,Lawn mower,A,B,C_B,B,,10000,1594.19999981,0,34796,Low coupling,Weakly_desirable
483,A,Tire inflator,A_B,A,B,B,,10000,2931.80000019,0,34796,Low coupling,Weakly_desirable
484,F,Inflatable baby pool,C,A,B,A,,10000,1151.20000029,0,34796,Low coupling,Weakly_desirable
485,C,White noise machine,B,A,C_A,A,,10000,3210.19999981,0,34796,Low coupling,Weakly_desirable
486,F,LED strip lights,B,C,A,C,,10000,3460.80000019,0,34796,Low coupling,Weakly_desirable
487,A,Walker with seat,A_B,B,A,A_B,,10000,1492,0,34796,Low coupling,Weakly_desirable
488,P,Baby stroller,B,A,P_B,A,,10000,412,0,34796,Low coupling,Weakly_desirable
489,S,Baby high chair,S_B,A,B,B,,10000,3023.0999999,0,34796,Low coupling,Weakly_desirable
490,S,Security camera,S_A,A,B,A,,10000,2430.5999999,0,34796,Low coupling,Weakly_desirable
491,C,Insect repellent,B,A,C_B,B,,10000,660.300000191,0,34796,Low coupling,Weakly_desirable
492,F,Microwave,B,A,C,C,,10000,3670.69999981,0,34796,Low coupling,Weakly_desirable
493,P,Paint sprayer,A,B,P_A,A,,10000,1070.30000019,0,34796,Low coupling,Weakly_desirable
494,A,Car seat,A,B,A_B,A,,10000,1020.30000019,0,34796,Low coupling,Weakly_desirable
495,C,Car vacuum,C_B,A,B,B,,10000,1187.69999981,0,34796,Low coupling,Weakly_desirable
496,F,Wagon cart,A,C,B,C,,10000,391.400000095,0,34796,Low coupling,Weakly_desirable
497,S,Air mattress,A,B,S_A,B,,10000,999.099999905,0,34796,Low coupling,Weakly_desirable
498,A,Cloth diapers,B,A_A,A,A_A,,10000,3739.5,0,34796,Low coupling,Weakly_desirable
499,P,Organic fertilizer,P_A,A,B,B,,10000,712.300000191,0,34796,Low coupling,Weakly_desirable
500,P,Baby stroller,A,P_B,B,B,,10000,353.600000024,0,44066,High coupling,Weakly_desirable
501,A,Cloth diapers,B,A_A,A,B,,10000,797.5,0,44066,High coupling,Weakly_desirable
502,S,Vacuum,A,B,S_B,S_B,,10000,424.100000024,0,44066,High coupling,Weakly_desirable
503,F,Automatic pet feeder,B,A,C,C,,10000,570.899999976,0,44066,High coupling,Weakly_desirable
504,C,Puree machine,B,A,C_B,B,,10000,465.199999928,0,44066,High coupling,Weakly_desirable
505,F,Cordless home phone,C,A,B,C,,10000,371.800000072,0,44066,High coupling,Weakly_desirable
506,P,Solar panel system,B,P_B,A,B,,10000,450.700000048,0,44066,High coupling,Weakly_desirable
507,A,Smart bulb,A,B,A_B,A,,10000,436.299999952,0,44066,High coupling,Weakly_desirable
508,C,Mobility scooter,A,B,C_A,A,,10000,581.700000048,0,44066,High coupling,Weakly_desirable
509,S,Air mattress,S_A,B,A,B,,10000,707.600000024,0,44066,High coupling,Weakly_desirable
510,S,Headlight bulbs,A,S_A,B,A,,10000,663.299999952,0,44066,High coupling,Weakly_desirable
511,P,Paint sprayer,B,P_B,A,A,,10000,585.100000024,0,44066,High coupling,Weakly_desirable
512,A,Rash cream,B,A,A_A,B,,10000,571,0,44066,High coupling,Weakly_desirable
513,F,Fire extinguisher,C,A,B,C,,10000,380.900000095,0,44066,High coupling,Weakly_desirable
514,C,Water heater,B,A,C_B,B,,10000,404.800000072,0,44066,High coupling,Weakly_desirable
515,P,Air purifier,A,P_B,B,B,,10000,618.100000024,0,44066,High coupling,Weakly_desirable
516,S,Air Fryer Oven,S_B,B,A,B,,10000,687.800000072,0,44066,High coupling,Weakly_desirable
517,A,Leaf Blower,A_B,B,A,A,,10000,1092.69999993,0,44066,High coupling,Weakly_desirable
518,C,Insect repellent,A,C_B,B,B,,10000,696.599999905,0,44066,High coupling,Weakly_desirable
519,F,Inflatable baby pool,B,A,C,C,,10000,462.5,0,44066,High coupling,Weakly_desirable
520,F,Outdoor TV antenna,A,B,C,C,,10000,549.5,0,44066,High coupling,Weakly_desirable
521,P,Electric mop,B,P_A,A,B,,10000,388.700000048,0,44066,High coupling,Weakly_desirable
522,A,UV lamp,A,A_A,B,B,,10000,530.899999976,0,44066,High coupling,Weakly_desirable
523,C,Car vacuum,B,C_A,A,A,,10000,2378.4000001,0,44066,High coupling,Weakly_desirable
524,S,Security camera,A,S_A,B,A,,10000,565.299999952,0,44066,High coupling,Weakly_desirable
525,S,Night light,B,S_B,A,A,,10000,417.5,0,44066,High coupling,Weakly_desirable
526,C,Lawn mower,C_A,A,B,A,,10000,1375.80000007,0,44066,High coupling,Weakly_desirable
527,A,Tire inflator,A,A_B,B,A_B,,10000,360.600000024,0,44066,High coupling,Weakly_desirable
528,F,Microwave,A,B,C,C,,10000,540.899999976,0,44066,High coupling,Weakly_desirable
529,P,Countertop blender,A,P_A,B,A,,10000,422.899999976,0,44066,High coupling,Weakly_desirable
530,F,Alarm clock,A,C,B,C,,10000,342,0,44066,High coupling,Weakly_desirable
531,S,Pressure washer,B,S_A,A,S_A,,10000,960.799999952,0,44066,High coupling,Weakly_desirable
532,A,Slow cooker,A_A,A,B,A,,10000,470.100000024,0,44066,High coupling,Weakly_desirable
533,P,Dehumidifier,P_B,B,A,A,,10000,1160.80000007,0,44066,High coupling,Weakly_desirable
